System,Level,AttributeValue,AtkMultiplier,HPMultiplier,CostGold,CostStamina,SuccessRate,IsBreakthrough
铭文_v1,51,129.1299,23.5596,129.1299,2250427593208977948672.00,0,100%,False
铭文_v1,52,142.0429,25.0653,142.0429,5064391924717069533184.00,0,100%,False
铭文_v1,53,156.2472,26.6672,156.2472,11396974354801090363392.00,0,100%,False
铭文_v1,54,171.8719,28.3716,171.8719,25647901342321627627520.00,0,100%,False
铭文_v1,55,189.0591,30.1848,189.0591,57718375314967033282560.00,0,100%,False
铭文_v1,56,207.9651,32.1140,207.9651,129890192750477836288000.00,0,100%,False
铭文_v1,57,228.7616,34.1664,228.7616,292306602198855093059584.00,0,100%,False
铭文_v1,58,251.6377,36.3500,251.6377,657810631270507369988096.00,0,100%,False
铭文_v1,59,276.8015,38.6731,276.8015,1480345716988387436527616.00,0,100%,False
铭文_v1,60,304.4816,41.1448,304.4816,3331389517942736266723328.00,0,100%,False
铭文_v1,61,334.9298,43.7744,334.9298,7497002891214361125191680.00,0,100%,False
铭文_v1,62,368.4228,46.5720,368.4228,16871354144616902622707712.00,0,100%,False
铭文_v1,63,405.2651,49.5485,405.2651,37967517793897460608794624.00,0,100%,False
铭文_v1,64,445.7916,52.7152,445.7916,85442602595706052093673472.00,0,100%,False
铭文_v1,65,490.3707,56.0843,490.3707,192281159330915173835735040.00,0,100%,False
铭文_v1,66,539.4078,59.6686,539.4078,432712055935183242020257792.00,0,100%,False
铭文_v1,67,593.3486,63.4821,593.3486,973780915421953880001347584.00,0,100%,False
铭文_v1,68,652.6834,67.5393,652.6834,2191409410099862182815596544.00,0,100%,False
铭文_v1,69,717.9518,71.8558,717.9518,4931576627370364599038640128.00,0,100%,False
铭文_v1,70,789.7470,76.4482,789.7470,11098085058655189098658004992.00,0,100%,False
铭文_v1,71,868.7217,81.3341,868.7217,24975276929808433497627426816.00,0,100%,False
铭文_v1,72,955.5938,86.5322,955.5938,56204692469369668253947789312.00,0,100%,False
铭文_v1,73,1051.1532,92.0625,1051.1532,126483780918806793674320510976.00,0,100%,False
铭文_v1,74,1156.2685,97.9463,1156.2685,284640768103754940591766503424.00,0,100%,False
铭文_v1,75,1271.8954,104.2062,1271.8954,640559337158846228670646845440.00,0,100%,False
铭文_v1,76,1399.0849,110.8661,1399.0849,1441523177283639336639156715520.00,0,100%,False
铭文_v1,77,1538.9934,117.9516,1538.9934,3244022762766500870705580605440.00,0,100%,False
铭文_v1,78,1692.8927,125.4900,1692.8927,7300391593548775068133773803520.00,0,100%,False
铭文_v1,79,1862.1820,133.5102,1862.1820,16428897488286137167381016870912.00,0,100%,False
铭文_v1,80,2048.4002,142.0429,2048.4002,36971807501275408362720274153472.00,0,100%,False
铭文_v1,81,2253.2402,151.1210,2253.2402,83201843026044777519375045361664.00,0,100%,False
铭文_v1,82,2478.5643,160.7793,2478.5643,187238524453850176879781107204096.00,0,100%,False
铭文_v1,83,2726.4207,171.0548,2726.4207,421364043927256684274568824619008.00,0,100%,False
铭文_v1,84,2999.0628,181.9871,2999.0628,948243199590543423880336144072704.00,0,100%,False
铭文_v1,85,3298.9690,193.6181,3298.9690,2133938997711302228150990177042432.00,0,100%,False
铭文_v1,86,3628.8659,205.9924,3628.8659,4802244453658542061619371239800832.00,0,100%,False
铭文_v1,87,3991.7525,219.1575,3991.7525,10807034229857678207025192500199424.00,0,100%,False
铭文_v1,88,4390.9278,233.1641,4390.9278,24320292307556048917714391233724416.00,0,100%,False
铭文_v1,89,4830.0206,248.0658,4830.0206,54730706440332919151224605976297472.00,0,100%,False
铭文_v1,90,5313.0226,263.9199,5313.0226,123166703326474630427982651583365120.00,0,100%,False
铭文_v1,91,5844.3249,280.7872,5844.3249,277175972958618751160609887123144704.00,0,100%,False
铭文_v1,92,6428.7574,298.7326,6428.7574,623760463750620865838413517636501504.00,0,100%,False
铭文_v1,93,7071.6331,317.8248,7071.6331,1403718771094481807157029393236230144.00,0,100%,False
铭文_v1,94,7778.7964,338.1373,7778.7964,3158947228676515871877442233973080064.00,0,100%,False
铭文_v1,95,8556.6760,359.7479,8556.6760,7108936490022454864641905472584024064.00,0,100%,False
铭文_v1,96,9412.3437,382.7397,9412.3437,15998044399224085772010987964407480320.00,0,100%,False
铭文_v1,97,10353.5780,407.2010,10353.5780,36002210029412810765566786426514702336.00,0,100%,False
铭文_v1,98,11388.9358,433.2255,11388.9358,81019848092484158303723333875075645440.00,0,100%,False
铭文_v1,99,12527.8294,460.9134,12527.8294,182328134288601330673757184671780700160.00,0,100%,False
铭文_v1,100,13780.6123,490.3707,13780.6123,410313637162275680576657241485099401216.00,0,100%,False
铭文_v1,101,15158.6736,521.7107,15158.6736,923375218521395693528698940193077460992.00,0,100%,False
铭文_v1,102,16674.5409,555.0537,16674.5409,2077975765261319548551503409915977793536.00,0,100%,False
铭文_v1,103,18341.9950,590.5277,18341.9950,4676304057550699628899187067316688912384.00,0,100%,False
铭文_v1,104,20176.1945,628.2688,20176.1945,10523616302096339445166794304735284297728.00,0,100%,False
铭文_v1,105,22193.8140,668.4220,22193.8140,23682484866425334518289547862686161698816.00,0,100%,False
铭文_v1,106,24413.1954,711.1415,24413.1954,53295376166151154951678600521088073990144.00,0,100%,False
铭文_v1,107,26854.5149,756.5911,26854.5149,119936617154493968583378609484879456370688.00,0,100%,False
铭文_v1,108,29539.9664,804.9455,29539.9664,269906944452710231169769245527292262744064.00,0,100%,False
铭文_v1,109,32493.9630,856.3903,32493.9630,607402146168241858396789506266172124823552.00,0,100%,False
铭文_v1,110,35743.3594,911.1230,35743.3594,1366905797543963945102733033447037314531328.00,0,100%,False
铭文_v1,111,39317.6953,969.3536,39317.6953,3076102827667274838822989009124337624547328.00,0,100%,False
铭文_v1,112,43249.4648,1031.3058,43249.4648,6922502357795627261119171109095521923366912.00,0,100%,False
铭文_v1,113,47574.4113,1097.2175,47574.4113,15578490570169386240369302138944965021007872.00,0,100%,False
铭文_v1,114,52331.8524,1167.3416,52331.8524,35058040561236800166771409493050991413559296.00,0,100%,False
铭文_v1,115,57565.0377,1241.9474,57565.0377,78895076673654971425233402955070218753277952.00,0,100%,False
铭文_v1,116,63321.5414,1321.3214,63321.5414,177546520675321713301252208662814884328636416.00,0,100%,False
铭文_v1,117,69653.6956,1405.7682,69653.6956,399553030847597588569361769666311202988359680.00,0,100%,False
铭文_v1,118,76619.0651,1495.6120,76619.0651,899159408206251399718426853417428485201199104.00,0,100%,False
铭文_v1,119,84280.9717,1591.1979,84280.9717,2023480186474169347728650150976443549399121920.00,0,100%,False
铭文_v1,120,92709.0688,1692.8927,92709.0688,4553666488594799799481477425449953873341972480.00,0,100%,False
铭文_v1,121,101979.9757,1801.0870,101979.9757,10247631100101210554189212003530153652947779584.00,0,100%,False
铭文_v1,122,112177.9733,1916.1960,112177.9733,23061404129349715255622823797479332738966224896.00,0,100%,False
铭文_v1,123,123395.7706,2038.6618,123395.7706,51897687887294805544121340230747031317952593920.00,0,100%,False
铭文_v1,124,135735.3477,2168.9544,135735.3477,116791241025054328132506962823225033181236297728.00,0,100%,False
铭文_v1,125,149308.8824,2307.5742,149308.8824,262828548543327713740225217616340195426533638144.00,0,100%,False
铭文_v1,126,164239.7707,2455.0532,164239.7707,591472830694327692454553789103809524443748761600.00,0,100%,False
铭文_v1,127,180663.7477,2611.9578,180663.7477,1331058255994169917362734221235965668623745286144.00,0,100%,False
铭文_v1,128,198730.1225,2778.8903,198730.1225,2995431047560427490309365180392022316684721258496.00,0,100%,False
铭文_v1,129,218603.1348,2956.4916,218603.1348,6740957520290727441026853061040101357107286114304.00,0,100%,False
铭文_v1,130,240463.4482,3145.4436,240463.4482,15169939674415898935402727757202506327399528923136.00,0,100%,False
铭文_v1,131,264509.7931,3346.4716,264509.7931,34138632239221193407376021731246158468357786959872.00,0,100%,False
铭文_v1,132,290960.7724,3560.3475,290960.7724,76826028064588639827236891423690638662513073324032.00,0,100%,False
铭文_v1,133,320056.8496,3787.8924,320056.8496,172890306407765138685168943534532290905609064153088.00,0,100%,False
铭文_v1,134,352062.5346,4029.9799,352062.5346,389074624873761761157068468159776820275789843922944.00,0,100%,False
铭文_v1,135,387268.7880,4287.5394,387268.7880,875578665258582836926376859593197286458221179961344.00,0,100%,False
铭文_v1,136,425995.6668,4561.5598,425995.6668,1970413771663323109044877147450216597355090455560192.00,0,100%,False
铭文_v1,137,468595.2335,4853.0930,468595.2335,4434245129092841740860548348709826116839078505742336.00,0,100%,False
铭文_v1,138,515454.7568,5163.2584,515454.7568,9978883698262767993266542741527316766205678840709120.00,0,100%,False
铭文_v1,139,567000.2325,5493.2467,567000.2325,22456611433167649484830221765469823053063316412825600.00,0,100%,False
铭文_v1,140,623700.2558,5844.3249,623700.2558,50536654430401932912180807982579213966221558084009984.00,0,100%,False
铭文_v1,141,686070.2814,6217.8407,686070.2814,113728353390207443962090086987107454748799239605714944.00,0,100%,False
铭文_v1,142,754677.3095,6615.2283,754677.3095,255935785829680211112960250026545443527488785610702848.00,0,100%,False
铭文_v1,143,830145.0404,7038.0133,830145.0404,575961266611427732844119607089267370821662660286742528.00,0,100%,False
铭文_v1,144,913159.5445,7487.8189,913159.5445,1296150827682222858794318928625205416320172349223600128.00,0,100%,False
铭文_v1,145,1004475.4989,7966.3719,1004475.4989,2916874910678200536346169168095957683810767985535090688.00,0,100%,False
铭文_v1,146,1104923.0488,8475.5096,1104923.0488,6564173754190514588005374933552220440478663199321751552.00,0,100%,False
铭文_v1,147,1215415.3537,9017.1868,1215415.3537,14772103156520053803719276152111464519875381261575913472.00,0,100%,False
铭文_v1,148,1336956.8891,9593.4830,1336956.8891,33243335694391552231017207975346731079709481755098480640.00,0,100%,False
铭文_v1,149,1470652.5780,10206.6109,1470652.5780,74811240916784022261348078284050495351314859249429905408.00,0,100%,False
铭文_v1,150,1617717.8358,10858.9242,1617717.8358,168356202847998703446800949095707266196883743455374737408.00,0,100%,False
铭文_v1,151,1779489.6194,11552.9275,1779489.6194,378871018446607625123814338083305891811279814775730601984.00,0,100%,False
铭文_v1,152,1957438.5813,12291.2851,1957438.5813,852616334833641234580334047287143956997247944368676929536.00,0,100%,False
铭文_v1,153,2153182.4394,13076.8318,2153182.4394,1918739040546586369136204664182838818591938434579816251392.00,0,100%,False
铭文_v1,154,2368500.6834,13912.5835,2368500.6834,4317955632923645973358907802065039551335440984636915712000.00,0,100%,False
铭文_v1,155,2605350.7517,14801.7488,2605350.7517,9717184282957918343285579625088837220678763427705108037632.00,0,100%,False
铭文_v1,156,2865885.8269,15747.7414,2865885.8269,21867679618799379654014268584236832886912598365223186857984.00,0,100%,False
铭文_v1,157,3152474.4096,16754.1932,3152474.4096,49211314511047921927012819678391970553612938669603856318464.00,0,100%,False
铭文_v1,158,3467721.8505,17824.9683,3467721.8505,110745790962810859872838720384649275468262759295085990379520.00,0,100%,False
铭文_v1,159,3814494.0356,18964.1775,3814494.0356,249223788021862207058140496259241112321051674847998709334016.00,0,100%,False
铭文_v1,160,4195943.4391,20176.1945,4195943.4391,560856498255756569521241765262954971421839863476535580164096.00,0,100%,False
铭文_v1,161,4615537.7830,21465.6726,4615537.7830,1262158857837904014684377765230105803727551761458139905392640.00,0,100%,False
铭文_v1,162,5077091.5613,22837.5624,5077091.5613,2840378933600652925909700645899442350380026276025724544483328.00,0,100%,False
铭文_v1,163,5584800.7175,24297.1308,5584800.7175,6392026198875279558440728228280638667764010706525197093044224.00,0,100%,False
铭文_v1,164,6143280.7892,25849.9816,6143280.7892,14384700028497129552713955527609102008619133985294905413468160.00,0,100%,False
铭文_v1,165,6757608.8681,27502.0763,6757608.8681,32371518587682603890298611744514677101316946996209736166146048.00,0,100%,False
铭文_v1,166,7433369.7549,29259.7579,7433369.7549,72849292206072057955782353297043440788366620519478412894535680.00,0,100%,False
铭文_v1,167,8176706.7304,31129.7744,8176706.7304,163941007603671614461921301521130150821908092154247438772731904.00,0,100%,False
铭文_v1,168,8994377.4035,33119.3054,8994377.4035,368935004860169092685231072449728762548175940908138789878104064.00,0,100%,False
铭文_v1,169,9893815.1438,35235.9889,9893815.1438,830256198865309508658892405774132675111028476824665997000572928.00,0,100%,False
铭文_v1,170,10883196.6582,37487.9516,10883196.6582,1868419495774154366107866821176306212371177302015308778096820224.00,0,100%,False
铭文_v1,171,11971516.3240,39883.8391,11971516.3240,4204715865970042707724738921270220945010977343436246203704016896.00,0,100%,False
铭文_v1,172,13168667.9564,42432.8499,13168667.9564,9462348018486547911162373814620034379667873655861769245367992320.00,0,100%,False
铭文_v1,173,14485534.7521,45144.7701,14485534.7521,21294192729548451121332774048605195167807198146938072112415375360.00,0,100%,False
铭文_v1,174,15934088.2273,48030.0116,15934088.2273,47920732054799212112344999067544959483390180928119657917430366208.00,0,100%,False
铭文_v1,175,17527497.0500,51099.6513,17527497.0500,107841447188618382197853393688890209672042807355229618428153167872.00,0,100%,False
铭文_v1,176,19280246.7550,54365.4744,19280246.7550,242687814502425931885158040930513014406574039873718879208509276160.00,0,100%,False
铭文_v1,177,21208271.4305,57840.0191,21208271.4305,546147857279310903281817290393924441177163409507097815271583252480.00,0,100%,False
铭文_v1,178,23329098.5736,61536.6249,23329098.5736,1229058338270218021682411097887692741816784560980337537461434449920.00,0,100%,False
铭文_v1,179,25662008.4309,65469.4840,25662008.4309,2765889087978251953341895907572643859824334454489888789635436380160.00,0,100%,False
铭文_v1,180,28228209.2740,69653.6956,28228209.2740,6224393268234939408790036830947434942292281157348656792193132920832.00,0,100%,False
铭文_v1,181,31051030.2014,74105.3237,31051030.2014,14007456671362039003200625407783106122910093366690857395696447782912.00,0,100%,False
铭文_v1,182,34156133.2216,78841.4593,34156133.2216,31522565163323000002031705426307015184138206128596288353102110654464.00,0,100%,False
铭文_v1,183,37571746.5437,83880.2854,37571746.5437,70938796227546949258159525090413380740285555030057277274895190851584.00,0,100%,False
铭文_v1,184,41328921.1981,89241.1473,41328921.1981,159641602266195145673020206776719499604354824862142136202971402207232.00,0,100%,False
铭文_v1,185,45461813.3179,94944.6265,45461813.3179,359259566406647567620335034487847259922046485232536539375511720165376.00,0,100%,False
铭文_v1,186,50007994.6497,101012.6200,50007994.6497,808482464611438230483765645057861391177932026363787723361787175763968.00,0,100%,False
铭文_v1,187,55008794.1146,107468.4242,55008794.1146,1819419597150888378288981256430909992393517672554283826080947747422208.00,0,100%,False
铭文_v1,188,60509673.5261,114336.8245,60509673.5261,4094445848108339370975238153031998566856628484305751104306588730523648.00,0,100%,False
铭文_v1,189,66560640.8787,121644.1902,66560640.8787,9214194916523866836750562911074352514707513522658057340208480830619648.00,0,100%,False
铭文_v1,190,73216704.9666,129418.5760,73216704.9666,20735745717315876675648789495192483154447271933375440179766440604205056.00,0,100%,False
铭文_v1,191,80538375.4633,137689.8296,80538375.4633,46663995536073810598933179438880489596545463063618088769479359556747264.00,0,100%,False
铭文_v1,192,88592213.0096,146489.7061,88592213.0096,105013270758442982782833227834617817171517166961136706109024914563399680.00,0,100%,False
铭文_v1,193,97451434.3105,155851.9904,97451434.3105,236323248978132930952395790963516434138010546277293032960455716850630656.00,0,100%,False
铭文_v1,194,107196577.7416,165812.6264,107196577.7416,531824955114926988800865116813751336093423537291773331271010009412009984.00,0,100%,False
铭文_v1,195,117916235.5157,176409.8553,117916235.5157,1196825890410660170383597401610137757235362992363364920807349205208137728.00,0,100%,False
铭文_v1,196,129707859.0673,187684.3623,129707859.0673,2693352762372218315018344640586554278587758470928777368336251604957134848.00,0,100%,False
铭文_v1,197,142678644.9741,199679.4329,142678644.9741,6061156564794051616752249779505661734273291573748377743675384062011244544.00,0,100%,False
铭文_v1,198,156946509.4715,212441.1188,156946509.4715,13640106641875132097363893713610730299011470883014233035027381232416587776.00,0,100%,False
铭文_v1,199,172641160.4186,226018.4151,172641160.4186,30695875813933519717086033138180233142617834541520909733591817624372641792.00,0,100%,False
铭文_v1,200,189905276.4605,240463.4482,189905276.4605,69078403616857475932176257189405295652485246103526402419477582976382926848.00,0,100%,False
铭文_v1,201,208895804.1065,255831.6760,208895804.1065,155454950208243721268575880773554366624878522382709676852022206438855147520.00,0,100%,False
铭文_v1,202,229785384.5172,272182.1005,229785384.5172,349837869419873928168106537035919372802017054681236763238914672671225544704.00,0,100%,False
铭文_v1,203,252763922.9689,289577.4948,252763922.9689,787279753499587535091215437086490186972125259844404431217541355706530136064.00,0,100%,False
铭文_v1,204,278040315.2658,308084.6439,278040315.2658,1771704736534622146746394891343311152496383338210289690031754560148795817984.00,0,100%,False
铭文_v1,205,305844346.7923,327774.6010,305844346.7923,3987067696719143008002666318285872104989125507093167576177746581388825460736.00,0,100%,False
铭文_v1,206,336428781.4716,348722.9603,336428781.4716,8972549708996413126780735309338231087168477184553494188705672551276920963072.00,0,100%,False
铭文_v1,207,370071659.6187,371010.1474,370071659.6187,20191944156518459843481770225531010659141915149889187854400273280017092313088.00,0,100%,False
铭文_v1,208,407078825.5806,394721.7280,407078825.5806,45440217334339314955808319267911995124424718814192342848888605158947814375424.00,0,100%,False
铭文_v1,209,447786708.1387,419948.7363,447786708.1387,102259264159336455167524924730847971054165272392267199632252889496976206331904.00,0,100%,False
铭文_v1,210,492565378.9525,446788.0246,492565378.9525,230125596219510095734895221145890214683330314850207684833944170666568871575552.00,0,100%,False
铭文_v1,211,541821916.8478,475342.6352,541821916.8478,517877675638934867154189657876722843182982396265903870434755764484912183246848.00,0,100%,False
铭文_v1,212,596004108.5326,505722.1956,596004108.5326,1165438748801155675884664997121010675712858024108004066123326972214074526400512.00,0,100%,False
铭文_v1,213,655604519.3858,538043.3402,655604519.3858,2622718725095567834601107228699962918105044400719747475416854081511991216701440.00,0,100%,False
铭文_v1,214,721164971.3244,572430.1572,721164971.3244,5902200796088804216919011950570330276060426574108342881953402122475997732274176.00,0,100%,False
铭文_v1,215,793281468.4569,609014.6655,793281468.4569,13282390484355864939546687642404523026865286102516450875473281125171061529247744.00,0,100%,False
铭文_v1,216,872609615.3025,647937.3215,872609615.3025,29890866657030076241438983884000866145414288336683881408152257174239319984963584.00,0,100%,False
铭文_v1,217,959870576.8328,689347.5582,959870576.8328,67266800397163694745637605799867752468611531799681435731699038820809598272798720.00,0,100%,False
铭文_v1,218,1055857634.5161,733404.3591,1055857634.5161,151378094439013621449377724336644958517996910286335651786188738302639166430642176.00,0,100%,False
铭文_v1,219,1161443397.9677,780276.8684,1161443397.9677,340663259448759952179213273947586251481771735323263602444898468199201169517576192.00,0,100%,False
铭文_v1,220,1277587737.7644,830145.0404,1277587737.7644,766633090265297995432803423375512745727358474009623195954792014869831386780401664.00,0,100%,False
铭文_v1,221,1405346511.5409,883200.3307,1405346511.5409,1725241213392787382717466301474534118788513023352986809724136112479132917222604800.00,0,100%,False
